period,term,sex,age_range_start,age_range_end
11-10,平,男性,60,64
11-10,静,男性,70,74
11-10,暑,女性,50,54
11-10,耐,男性,35,39
11-10,不,女性,50,54
11-10,熱,男性,50,54
11-10,普,男性,60,64
11-10,普,女性,45,49
11-10,学,女性,35,39
11-10,無,男性,65,69
11-10,怖,女性,40,44
11-10,平,女性,40,44
11-10,疲,女性,45,49
11-10,移,女性,25,29
11-10,風,女性,35,39
11-10,省,女性,40,44
11-10,減,女性,45,49
11-10,減,男性,70,74
11-10,激,男性,40,44
11-10,貧,女性,45,49
11-10,貧,女性,40,44
11-10,苦,女性,65,69
11-10,忍,女性,40,44
11-10,楽,女性,40,44
11-10,酷,男性,65,69
11-10,悩,女性,40,44
11-10,忍,男性,70,74
11-10,忍,女性,60,64
11-10,節,男性,55,59
11-10,暑,女性,55,59
11-10,良,男性,65,69
11-10,暑,女性,40,44
11-10,暑,女性,60,64
11-10,無,女性,70,74
11-10,常,女性,60,64
11-10,忍,女性,45,49
11-10,静,女性,25,29
11-10,節,男性,75,79
11-10,減,女性,40,44
11-10,素,男性,65,69
11-10,続,女性,45,49
11-10,控,男性,45,49
11-10,節,男性,60,64
11-10,静,男性,65,69
11-10,暑,女性,40,44
11-10,怠,女性,40,44
11-10,節,男性,45,49
11-10,滞,女性,45,49
11-10,定,男性,70,74
11-10,並,女性,40,44
11-10,素,女性,45,49
11-10,忍,男性,75,79
11-10,不,男性,40,44
11-10,同,女性,50,54
11-10,続,女性,35,39
11-10,澱,女性,50,54
11-10,忍,女性,45,49
11-10,旅,男性,45,49
11-10,適,男性,70,74
11-10,忍,男性,50,54
11-10,忍,男性,70,74
11-10,驚,女性,50,54
11-10,耐,男性,35,39
11-10,常,女性,70,74
11-10,静,男性,75,79
11-10,鬱,男性,80,84
11-10,忍,男性,70,74
11-10,忍,男性,50,54
11-10,静,女性,40,44
11-10,忙,女性,35,39
11-10,省,女性,50,54
11-10,並,男性,65,69
11-10,楽,女性,60,64
11-10,凡,男性,65,69
11-10,実,男性,65,69
11-10,平,女性,30,34
11-10,暇,女性,55,59
11-10,暑,女性,40,44
11-10,静,男性,45,49
11-10,忍,女性,50,54
11-10,忙,女性,40,44
11-10,同,女性,55,59
11-10,厳,女性,40,44
11-10,考,女性,50,54
11-10,太,男性,65,69
11-10,疲,女性,45,49
11-10,暇,女性,35,39
11-10,忍,男性,55,59
11-10,苦,男性,55,59
11-10,平,女性,45,49
11-10,耐,女性,40,44
11-10,浮,男性,45,49
11-10,静,女性,50,54
11-10,暑,男性,50,54
11-10,忙,女性,40,44
11-10,減,男性,50,54
11-10,忍,男性,60,64
11-10,陰,男性,45,49
11-10,没,男性,40,44
11-10,遊,女性,35,39
11-10,普,女性,55,59
11-10,普,女性,50,54
11-10,忍,女性,40,44
11-10,疲,女性,45,49
11-10,良,男性,65,69
11-10,忍,男性,45,49
11-10,常,女性,55,59
11-10,無,女性,30,34
11-10,耐,男性,45,49
11-10,節,女性,45,49
11-10,怯,女性,30,34
11-10,質,男性,55,59
11-10,省,男性,55,59
11-10,同,男性,50,54
11-10,忍,男性,80,84
11-10,暑,男性,65,69
11-10,素,男性,40,44
11-10,老,男性,65,69
11-10,続,女性,60,64
11-10,悩,女性,40,44
11-10,夏,男性,50,54
11-10,忍,女性,50,54
11-10,暑,女性,40,44
11-10,忍,女性,40,44
11-10,楽,女性,45,49
11-10,快,女性,55,59
11-10,節,女性,30,34
11-10,節,男性,45,49
11-10,節,女性,55,59
11-10,並,男性,75,79
11-10,平,男性,55,59
11-10,恐,男性,55,59
11-10,道,女性,40,44
11-10,要,男性,35,39
11-10,常,男性,70,74
11-10,節,男性,35,39
11-10,節,女性,45,49
11-10,忙,男性,40,44
11-10,維,男性,50,54
11-10,塞,女性,50,54
11-10,節,女性,60,64
11-10,暑,男性,40,44
11-10,安,女性,35,39
11-10,暑,男性,50,54
11-10,耐,男性,60,64
11-10,苦,女性,25,29
11-10,悩,男性,55,59
11-10,普,女性,60,64
11-10,削,女性,35,39
11-10,楽,女性,40,44
11-10,雨,男性,30,34
11-10,耐,男性,45,49
11-10,暑,女性,45,49
11-10,常,女性,65,69
11-10,普,男性,70,74
11-10,暑,女性,50,54
11-10,節,男性,50,54
11-10,暑,女性,35,39
11-10,暑,女性,50,54
11-10,留,女性,35,39
11-10,続,女性,40,44
11-10,黙,男性,60,64
11-10,同,男性,70,74
11-10,旅,男性,60,64
11-10,暑,男性,45,49
11-10,暑,女性,60,64
11-10,苦,男性,65,69
11-10,忍,男性,70,74
11-10,並,男性,60,64
11-10,赤,男性,40,44
11-10,忍,女性,65,69
11-10,節,女性,45,49
11-10,並,男性,30,34
11-10,耐,女性,45,49
11-10,同,男性,70,74
11-10,暑,女性,45,49
11-10,静,女性,55,59
11-10,忍,男性,70,74
11-10,普,女性,60,64
11-10,忍,女性,40,44
11-10,忍,女性,45,49
11-10,節,女性,50,54
11-10,涼,女性,40,44
11-10,続,男性,55,59
11-10,同,女性,55,59
11-10,旅,女性,60,64
11-10,静,女性,45,49
11-10,励,女性,30,34
11-10,粛,女性,20,24
11-10,省,女性,40,44
11-10,寂,女性,50,54
11-10,寂,男性,45,49
11-10,耐,男性,40,44
11-10,痩,男性,50,54
11-10,暑,女性,55,59
11-10,暑,女性,40,44
11-10,忍,女性,45,49
11-10,普,男性,50,54
11-10,暑,女性,50,54
11-10,節,女性,40,44
11-10,忍,女性,60,64
11-10,忍,女性,50,54
11-10,危,女性,20,24
11-10,耐,女性,40,44
11-10,暑,女性,70,74
11-10,忍,女性,55,59
11-10,耐,男性,40,44
11-10,同,男性,35,39
11-10,暗,女性,50,54
11-10,考,女性,45,49
11-10,平,女性,80,84
11-10,耐,男性,65,69
11-10,普,男性,30,34
11-10,慣,女性,45,49
11-10,暑,男性,45,49
11-10,穏,女性,65,69
11-10,節,男性,40,44
11-10,遊,男性,35,39
11-10,持,女性,40,44
11-10,静,女性,40,44
11-10,怒,女性,45,49
11-10,忍,男性,50,54
11-10,忙,女性,50,54
11-10,暑,女性,40,44
11-10,忍,男性,55,59
11-10,並,女性,35,39
11-10,静,女性,45,49
11-10,健,男性,65,69
11-10,増,女性,30,34
11-10,活,男性,70,74
11-10,節,男性,35,39
11-10,淋,男性,45,49
11-10,並,男性,70,74
11-10,青,男性,45,49
11-10,優,女性,45,49
11-10,静,男性,40,44
11-10,署,男性,50,54
11-10,忍,男性,60,64
11-10,知,男性,40,44
11-10,同,女性,40,44
11-10,忙,男性,50,54
11-10,暑,女性,55,59
11-10,暇,男性,55,59
11-10,壊,男性,40,44
11-10,暗,男性,40,44
11-10,忍,男性,50,54
11-10,暑,女性,50,54
11-10,和,女性,40,44
11-10,逆,女性,60,64
11-10,節,女性,40,44
11-10,音,男性,55,59
11-10,節,女性,45,49
11-10,忍,女性,40,44
11-10,暑,男性,65,69
11-10,暑,女性,55,59
11-10,忙,女性,25,29
11-10,励,男性,30,34
11-10,省,女性,40,44
11-10,忍,女性,55,59
11-10,平,男性,65,69
11-10,忍,女性,65,69
11-10,並,男性,65,69
11-10,貧,男性,55,59
11-10,暑,男性,45,49
11-10,穏,男性,70,74
11-10,忙,女性,45,49
11-10,省,女性,55,59
11-10,鬱,男性,50,54
11-10,和,女性,50,54
11-10,省,女性,45,49
11-10,耐,女性,45,49
11-10,普,女性,45,49
11-10,静,女性,45,49
11-10,静,女性,50,54
11-10,忍,男性,60,64
11-10,洗,女性,45,49
11-10,省,男性,65,69
11-10,常,男性,55,59
11-10,節,女性,45,49
11-10,苦,女性,40,44
11-10,普,男性,45,49
11-10,辛,男性,75,79
11-10,常,女性,45,49
11-10,苦,男性,50,54
11-10,苦,女性,45,49
11-10,暑,男性,65,69
11-10,張,女性,55,59
11-10,貧,女性,40,44
11-10,出,女性,45,49
11-10,忍,男性,50,54
11-10,素,男性,60,64
11-10,同,男性,60,64
11-10,掃,男性,40,44
11-10,苦,男性,40,44
11-10,普,女性,30,34
11-10,寒,女性,35,39
11-10,耐,男性,50,54
11-10,静,男性,45,49
11-10,節,女性,40,44
11-10,縮,男性,60,64
11-10,暑,男性,35,39
11-10,忍,男性,50,54
11-10,楽,女性,35,39
11-10,忙,女性,40,44
11-10,痛,男性,65,69
11-10,暑,女性,35,39
11-10,節,女性,50,54
11-10,活,女性,50,54
11-10,節,女性,55,59
11-10,呑,女性,25,29
11-10,忍,女性,45,49
11-10,縮,女性,50,54
11-10,忍,女性,50,54
11-10,忍,女性,45,49
11-10,常,男性,40,44
11-10,減,女性,45,49
11-10,暑,男性,50,54
11-10,遊,女性,25,29
11-10,暑,男性,60,64
11-10,静,男性,60,64
11-10,耐,女性,50,54
11-10,賢,女性,30,34
11-10,忙,男性,45,49
11-10,動,男性,40,44
11-10,素,女性,45,49
11-10,控,女性,60,64
11-10,忙,男性,70,74
11-10,忍,男性,60,64
11-10,苦,男性,80,84
11-10,同,女性,35,39
11-10,売,女性,45,49
11-10,暑,女性,45,49
11-10,苦,男性,35,39
11-10,憂,女性,60,64
11-10,素,女性,35,39
11-10,省,男性,45,49
11-10,一,女性,55,59
11-10,忍,男性,60,64
11-10,凡,男性,70,74
11-10,耐,男性,45,49
11-10,節,女性,35,39
11-10,静,女性,45,49
11-10,凡,男性,65,69
11-10,節,男性,65,69
11-10,淡,女性,40,44
11-10,控,男性,55,59
11-10,暑,女性,45,49
11-10,縮,男性,75,79
11-10,貧,女性,45,49
11-10,安,女性,30,34
11-10,熱,男性,65,69
11-10,反,男性,60,64
11-10,楽,男性,40,44
11-10,暑,女性,50,54
11-10,忍,男性,40,44
11-10,節,男性,35,39
11-10,節,女性,50,54
11-10,常,女性,45,49
11-10,忍,女性,30,34
11-10,普,女性,50,54
11-10,暑,女性,45,49
11-10,早,男性,50,54
11-10,素,女性,40,44
11-10,忍,男性,35,39
11-10,迷,男性,45,49
11-10,食,女性,55,59
11-10,静,女性,45,49
11-10,節,女性,30,34
11-10,忍,男性,55,59
11-10,節,男性,65,69
11-10,並,女性,50,54
11-10,平,女性,50,54
11-10,普,男性,60,64
11-10,疲,女性,55,59
11-10,夏,女性,35,39
11-10,省,女性,55,59
11-10,忍,女性,45,49
11-10,控,女性,40,44
11-10,暇,女性,60,64
11-10,節,女性,50,54
11-10,過,男性,50,54
11-10,暗,女性,55,59
11-10,暑,女性,60,64
11-10,控,女性,45,49
11-10,鬱,女性,65,69
11-10,忍,女性,50,54
11-10,怠,女性,45,49
11-10,貧,男性,50,54
11-10,凡,男性,70,74
11-10,無,男性,65,69
11-10,激,女性,40,44
11-10,慌,女性,35,39
11-10,疲,女性,40,44
11-10,悠,男性,70,74
11-10,暑,女性,45,49
11-10,静,女性,45,49
11-10,猛,男性,30,34
11-10,変,男性,55,59
11-10,忍,女性,70,74
11-10,控,男性,40,44
11-10,節,女性,65,69
11-10,暑,女性,55,59
11-10,楽,女性,55,59
11-10,旅,女性,60,64
11-10,忍,女性,55,59
11-10,平,男性,45,49
11-10,勉,男性,40,44
11-10,忍,女性,50,54
11-10,節,女性,40,44
11-10,並,男性,55,59
11-10,節,男性,45,49
11-10,欠,女性,40,44
11-10,電,男性,40,44
11-10,普,女性,50,54
11-10,節,女性,40,44
11-10,熱,男性,35,39
11-10,暑,女性,65,69
11-10,苦,男性,55,59
11-10,耐,男性,55,59
11-10,無,男性,40,44
11-10,静,男性,50,54
11-10,平,男性,60,64
11-10,寂,女性,45,49
11-10,迷,男性,35,39
11-10,家,女性,30,34
11-10,暑,男性,45,49
11-10,節,女性,40,44
11-10,耐,男性,40,44
11-10,平,男性,40,44
11-10,遊,女性,60,64
11-10,節,男性,45,49
11-10,省,男性,50,54
11-10,暑,男性,65,69
11-10,耐,男性,40,44
11-10,迷,女性,65,69
11-10,忍,男性,60,64
11-10,省,男性,60,64
11-10,出,女性,30,34
11-10,耐,女性,40,44
11-10,無,女性,35,39
11-10,忍,男性,35,39
11-10,省,男性,50,54
11-10,速,女性,55,59
11-10,暑,女性,40,44
11-10,楽,女性,55,59
11-10,平,女性,45,49
11-10,横,男性,70,74
11-10,省,女性,45,49
11-10,暑,男性,50,54
11-10,並,女性,55,59
11-10,耐,女性,45,49
11-10,普,女性,35,39
11-10,常,男性,75,79
11-10,堅,女性,45,49
11-10,同,男性,65,69
11-10,忍,男性,45,49
11-10,忍,男性,75,79
11-10,無,男性,50,54
11-10,高,男性,30,34
11-10,月,男性,45,49
11-10,疲,女性,40,44
11-10,節,女性,50,54
11-10,忙,女性,40,44
11-10,消,男性,40,44
11-10,平,女性,60,64
11-10,同,女性,50,54
11-10,忍,女性,60,64
11-10,暑,男性,20,24
11-10,普,女性,35,39
11-10,節,女性,50,54
11-10,諦,女性,55,59
11-10,節,男性,70,74
11-10,普,男性,30,34
11-10,悠,男性,65,69
11-10,節,女性,60,64
11-10,暑,男性,45,49
11-10,旅,男性,45,49
11-10,節,女性,50,54
11-10,平,女性,80,84
11-10,重,男性,30,34
11-10,静,女性,60,64
11-10,電,女性,40,44
11-10,穏,女性,65,69
11-10,降,男性,35,39
11-10,忍,女性,45,49
11-10,変,女性,40,44
11-10,続,女性,40,44
11-10,忙,男性,35,39
11-10,幸,男性,50,54
11-10,熱,男性,55,59
11-10,暑,男性,35,39
11-10,節,女性,45,49
11-10,停,女性,45,49
11-10,辛,男性,45,49
11-10,並,女性,50,54
11-10,並,男性,75,79
11-10,同,男性,55,59
11-10,並,男性,60,64
11-10,滞,女性,25,29
11-10,忍,男性,40,44
11-10,節,女性,20,24
11-10,楽,女性,60,64
11-10,疲,男性,50,54
11-10,厳,男性,25,29
11-10,勉,女性,40,44
11-10,忍,女性,55,59
11-10,静,女性,35,39
11-10,同,女性,50,54
11-10,穏,男性,50,54
11-10,努,女性,45,49
11-10,忙,男性,40,44
11-10,耐,女性,60,64
11-10,稼,男性,65,69
11-10,忍,男性,45,49
11-10,控,女性,70,74
11-10,楽,女性,55,59
11-10,海,男性,65,69
11-10,常,女性,50,54
11-10,節,女性,45,49
11-10,忍,男性,45,49
11-10,憂,女性,60,64
11-10,家,女性,45,49
11-10,同,男性,50,54
11-10,耐,男性,40,44
11-10,楽,女性,35,39
11-10,貧,女性,35,39
11-10,平,男性,45,49
11-10,乱,女性,25,29
11-10,潤,男性,60,64
11-10,節,女性,45,49
11-10,始,男性,45,49
11-10,忍,男性,40,44
11-10,忍,男性,60,64
11-10,忙,女性,40,44
11-10,夏,男性,30,34
11-10,暑,女性,40,44
11-10,暑,女性,40,44
11-10,疲,女性,35,39
11-10,暑,女性,50,54
11-10,単,男性,50,54
11-10,同,女性,45,49
11-10,節,女性,55,59
11-10,暑,女性,40,44
11-10,慣,男性,50,54
11-10,忙,男性,60,64
11-10,混,男性,60,64
11-10,忙,男性,50,54
11-10,耐,女性,55,59
11-10,貧,男性,35,39
11-10,静,男性,55,59
11-10,熱,女性,50,54
11-10,平,女性,55,59
11-10,沈,男性,55,59
11-10,楽,女性,60,64
11-10,厳,男性,50,54
11-10,普,男性,40,44
11-10,助,男性,60,64
11-10,疲,女性,40,44
11-10,痩,女性,45,49
11-10,前,女性,40,44
11-10,省,男性,50,54
11-10,省,女性,50,54
11-10,疑,男性,40,44
11-10,忙,男性,25,29
11-10,難,女性,45,49
11-10,静,男性,45,49
11-10,省,女性,65,69
11-10,苦,男性,55,59
11-10,創,女性,35,39
11-10,節,女性,50,54
11-10,蒸,男性,55,59
11-10,下,女性,45,49
11-10,静,女性,35,39
11-10,忍,男性,60,64
11-10,暑,女性,35,39
11-10,節,男性,35,39
11-10,節,女性,45,49
11-10,好,男性,30,34
11-10,貧,男性,35,39
11-10,疲,女性,50,54
11-10,耐,男性,65,69
11-10,節,女性,50,54
11-10,省,女性,50,54
11-10,乱,女性,45,49
11-10,節,男性,55,59
11-10,節,男性,30,34
11-10,酒,男性,50,54
11-10,並,女性,30,34
11-10,耐,男性,#N/A
11-10,忍,女性,70,74
11-10,並,男性,70,74
11-10,節,女性,35,39
11-10,寒,女性,30,34
11-10,熱,男性,50,54
11-10,省,女性,60,64
11-10,暑,男性,50,54
11-10,並,男性,60,64
11-10,暑,男性,60,64
11-10,慎,男性,60,64
11-10,省,女性,30,34
11-10,怒,女性,50,54
11-10,疲,女性,50,54
11-10,恵,男性,50,54
11-10,酷,男性,75,79
11-10,節,男性,40,44
11-10,省,女性,55,59
11-10,素,女性,30,34
11-10,乱,女性,45,49
11-10,耐,男性,55,59
11-10,節,男性,45,49
11-10,暑,女性,50,54
11-10,忍,男性,60,64
11-10,耐,男性,45,49
11-10,変,男性,55,59
11-10,定,女性,60,64
11-10,暑,男性,40,44
11-10,戻,女性,40,44
11-10,忙,女性,50,54
11-10,忍,男性,60,64
11-10,普,女性,55,59
11-10,省,女性,55,59
11-10,素,女性,50,54
11-10,苦,男性,55,59
11-10,節,女性,40,44
11-10,節,女性,55,59
11-10,暑,女性,50,54
11-10,穏,男性,40,44
11-10,節,女性,60,64
11-10,暗,男性,35,39
11-10,節,女性,45,49
11-10,諦,男性,40,44
11-10,偏,女性,50,54
11-10,地,女性,35,39
11-10,難,男性,50,54
11-10,侘,男性,70,74
11-10,苦,男性,55,59
11-10,働,女性,45,49
11-10,静,女性,45,49
11-10,静,女性,40,44
11-10,喜,女性,60,64
11-10,忍,女性,60,64
11-10,控,女性,35,39
11-10,並,女性,45,49
11-10,楽,男性,45,49
11-10,暇,男性,35,39
11-10,節,男性,50,54
11-10,減,女性,40,44
11-10,暑,男性,45,49
11-10,節,女性,40,44
11-10,静,女性,30,34
11-10,忍,男性,35,39
11-10,耐,男性,35,39
11-10,旅,女性,35,39
11-10,貧,男性,60,64
11-10,苦,男性,50,54
11-10,多,女性,35,39
11-10,不,男性,50,54
11-10,改,男性,45,49
11-10,暑,女性,50,54
11-10,変,男性,45,49
11-10,耐,女性,35,39
11-10,暑,男性,40,44
11-10,節,男性,40,44
11-10,忍,女性,55,59
11-10,疲,女性,70,74
11-10,並,女性,40,44
11-10,静,男性,50,54
11-10,遊,女性,45,49
11-10,節,男性,50,54
11-10,不,男性,40,44
11-10,平,女性,30,34
11-10,省,女性,60,64
11-10,同,女性,35,39
11-10,暑,男性,50,54
11-10,耐,女性,40,44
11-10,無,男性,50,54
11-10,節,女性,50,54
11-10,貧,男性,50,54
11-10,難,女性,40,44
11-10,穏,男性,60,64
11-10,低,男性,60,64
11-10,常,女性,40,44
11-10,延,男性,60,64
11-10,暑,女性,55,59
11-10,苦,男性,55,59
11-10,辛,女性,30,34
11-10,楽,女性,35,39
11-10,絆,女性,65,69
11-10,忍,男性,55,59
11-10,省,女性,50,54
11-10,忍,男性,85,89
11-10,電,女性,30,34
11-10,疲,女性,40,44
11-10,耐,男性,45,49
11-10,乱,男性,55,59
11-10,静,女性,55,59
11-10,楽,女性,75,79
11-10,節,男性,50,54
11-10,楽,男性,65,69
11-10,苦,女性,50,54
11-10,出,女性,30,34
11-10,静,女性,50,54
11-10,省,男性,50,54
11-10,節,女性,40,44
11-10,豊,女性,45,49
11-10,苦,男性,50,54
11-10,節,男性,40,44
11-10,暑,女性,50,54
11-10,節,女性,30,34
11-10,凡,男性,55,59
11-10,暑,男性,40,44
11-10,貧,男性,40,44
11-10,並,男性,60,64
11-10,暑,男性,60,64
11-10,節,女性,45,49
11-10,凡,男性,45,49
11-10,忙,男性,35,39
11-10,絞,女性,35,39
11-10,控,女性,60,64
11-10,耐,女性,55,59
11-10,控,女性,55,59
11-10,普,女性,45,49
11-10,忙,女性,45,49
11-10,節,男性,40,44
11-10,暑,女性,50,54
11-10,同,男性,50,54
11-10,電,男性,50,54
11-10,節,女性,35,39
11-10,忙,男性,55,59
11-10,選,女性,35,39
11-10,忍,男性,55,59
11-10,忍,女性,40,44
11-10,努,女性,60,64
11-10,暑,男性,40,44
11-10,静,女性,45,49
11-10,普,男性,60,64
11-10,暑,女性,25,29
11-10,耐,女性,45,49
11-10,節,男性,40,44
11-10,夏,男性,50,54
11-10,忍,女性,45,49
11-10,暑,男性,45,49
11-10,暑,男性,45,49
11-10,平,男性,55,59
11-10,平,女性,40,44
11-10,清,女性,65,69
11-10,控,男性,40,44
11-10,暑,女性,40,44
11-10,暑,女性,30,34
11-10,無,男性,45,49
11-10,休,男性,75,79
11-10,節,男性,65,69
11-10,無,男性,50,54
11-10,濁,男性,55,59
11-10,慎,男性,55,59
11-10,酷,女性,45,49
11-10,金,男性,30,34
11-10,省,女性,40,44
11-10,節,女性,40,44
11-10,不,女性,30,34
11-10,暑,女性,45,49
11-10,激,女性,60,64
11-10,耐,女性,40,44
11-10,忙,女性,40,44
11-10,変,男性,60,64
11-10,忙,男性,70,74
11-10,暑,男性,45,49
11-10,無,男性,35,39
11-10,苦,男性,50,54
11-10,普,女性,35,39
11-10,常,男性,45,49
11-10,忍,男性,45,49
11-10,治,男性,45,49
11-10,楽,女性,40,44
11-10,節,女性,35,39
11-10,憂,男性,65,69
11-10,忙,女性,70,74
11-10,下,男性,50,54
11-10,買,女性,40,44
11-10,節,男性,65,69
11-10,忍,女性,50,54
11-10,楽,女性,45,49
11-10,平,男性,35,39
11-10,落,女性,40,44
11-10,節,女性,35,39
11-10,静,男性,40,44
11-10,節,女性,45,49
11-10,静,女性,35,39
11-10,節,女性,40,44
11-10,耐,男性,60,64
11-10,暑,女性,50,54
11-10,疲,女性,30,34
11-10,不,男性,45,49
11-10,普,男性,45,49
11-10,暑,男性,40,44
11-10,苦,女性,30,34
11-10,節,男性,45,49
11-10,耐,男性,45,49
11-10,暑,女性,50,54
11-10,並,女性,30,34
11-10,並,男性,45,49
11-10,楽,男性,60,64
11-10,変,女性,35,39
11-10,苛,女性,35,39
11-10,煩,女性,60,64
11-10,暗,男性,45,49
11-10,5,女性,60,64
11-10,並,女性,60,64
11-10,夏,男性,25,29
11-10,耐,女性,45,49
11-10,忍,女性,40,44
11-10,並,女性,60,64
11-10,忍,男性,70,74
11-10,忍,女性,50,54
11-10,忍,女性,55,59
11-10,子,女性,35,39
11-10,疲,女性,25,29
11-10,耐,男性,60,64
11-10,虚,女性,50,54
11-10,暑,女性,55,59
11-10,滞,男性,45,49
11-10,楽,男性,50,54
11-10,普,女性,50,54
11-10,普,男性,50,54
11-10,無,男性,50,54
11-10,苦,女性,25,29
11-10,普,男性,45,49
11-10,節,女性,50,54
11-10,平,女性,35,39
11-10,楽,女性,50,54
11-10,節,女性,35,39
11-10,減,男性,55,59
11-10,楽,男性,45,49
11-10,節,男性,60,64
11-10,貧,男性,40,44
11-10,危,女性,45,49
11-10,忍,女性,55,59
11-10,考,男性,45,49
11-10,暑,女性,35,39
11-10,水,男性,40,44
11-10,制,男性,50,54
11-10,幸,男性,70,74
11-10,節,女性,35,39
11-10,静,女性,45,49
11-10,暑,女性,45,49
11-10,癒,女性,55,59
11-10,省,男性,50,54
11-10,忍,女性,60,64
11-10,苦,女性,35,39
11-10,貧,女性,45,49
11-10,不,男性,40,44
11-10,近,女性,50,54
11-10,節,女性,60,64
11-10,節,女性,40,44
11-10,悩,男性,55,59
11-10,疲,女性,45,49
11-10,苦,男性,35,39
11-10,考,女性,55,59
11-10,節,男性,55,59
11-10,忙,男性,45,49
11-10,愛,女性,70,74
11-10,普,男性,45,49
11-10,楽,男性,45,49
11-10,普,女性,50,54
11-10,諦,女性,40,44
11-10,病,女性,30,34
11-10,汗,女性,40,44
11-10,沈,女性,50,54
11-10,停,女性,45,49
11-10,静,女性,40,44
11-10,家,女性,55,59
11-10,素,男性,45,49
11-10,諦,女性,60,64
11-10,静,男性,50,54
11-10,制,男性,45,49
11-10,並,女性,30,34
11-10,暑,男性,30,34
11-10,暑,男性,50,54
11-10,暑,女性,40,44
11-10,下,男性,30,34
11-10,暑,女性,45,49
11-10,疲,女性,50,54
11-10,仕,女性,40,44
11-10,楽,女性,65,69
11-10,耐,男性,40,44
11-10,並,男性,50,54
11-10,窮,男性,55,59
11-10,耐,女性,50,54
11-10,汗,女性,40,44
11-10,疲,女性,50,54
11-10,制,男性,55,59
11-10,忍,男性,50,54
11-10,暑,女性,35,39
11-10,忍,男性,50,54
11-10,忍,女性,40,44
11-10,粛,女性,55,59
11-10,悩,女性,35,39
11-10,怒,男性,45,49
11-10,普,男性,30,34
11-10,暑,男性,50,54
11-10,暑,男性,55,59
11-10,平,男性,50,54
11-10,節,女性,45,49
11-10,明,女性,30,34
11-10,暑,女性,50,54
11-10,常,男性,50,54
11-10,緊,女性,40,44
11-10,平,男性,50,54
11-10,平,男性,50,54
11-10,変,女性,30,34
11-10,苦,男性,35,39
11-10,節,男性,30,34
11-10,暑,男性,55,59
11-10,休,女性,45,49
11-10,減,男性,50,54
11-10,変,男性,45,49
11-10,素,女性,45,49
11-10,暑,女性,50,54
11-10,忙,男性,65,69
11-10,楽,女性,40,44
11-10,締,男性,35,39
11-10,静,女性,55,59
11-10,省,女性,45,49
11-10,苦,女性,40,44
11-10,暑,男性,60,64
11-10,常,男性,75,79
11-10,普,女性,35,39
